iter	MultiClass
0	0.9994274352
1	0.9402538457
2	0.8696984808
3	0.8100217732
4	0.7500981035
5	0.6987448308
6	0.6575970439
7	0.6199636943
8	0.5820400253
9	0.5468958593
10	0.5188190107
11	0.4922630187
12	0.4664903567
13	0.446068332
14	0.4253008858
15	0.407869532
16	0.3906176117
17	0.3756349002
18	0.3594150574
19	0.3427875004
20	0.3294554343
21	0.3160176818
22	0.3042571566
23	0.2936533785
24	0.2834590941
25	0.272475142
26	0.2648285175
27	0.2561507857
28	0.2478730659
29	0.2425155804
30	0.2356173208
31	0.2270837563
32	0.22072824
33	0.2126165783
34	0.2060240981
35	0.199975295
36	0.1943402724
37	0.1886594471
38	0.1826608424
39	0.1782523105
40	0.1733383384
41	0.1684319644
42	0.1643404595
43	0.160564552
44	0.1573598968
45	0.1538368653
46	0.1500518632
47	0.1467688563
48	0.1424308565
49	0.1396911087
50	0.1370179278
51	0.13459795
52	0.1318888515
53	0.1294806519
54	0.1269453159
55	0.1238386704
56	0.1207537097
57	0.1185753163
58	0.1163863381
59	0.1139752036
60	0.111123599
61	0.1093403511
62	0.107462058
63	0.1058237843
64	0.1038064755
65	0.1022000166
66	0.1005359015
67	0.09919764227
68	0.09830657363
69	0.09674746335
70	0.09537934082
71	0.09409297745
72	0.09216177727
73	0.09065498361
74	0.08930185809
75	0.08822888764
76	0.08683106442
77	0.0856868716
78	0.08479948981
79	0.083914259
80	0.08287900229
81	0.08172170364
82	0.08046704055
83	0.07946833529
84	0.07853412037
85	0.07739098623
86	0.07655111366
87	0.07576486929
88	0.07478470293
89	0.07364596101
90	0.07287515441
91	0.07179317611
92	0.07073446434
93	0.06978773112
94	0.06867181536
95	0.06800071572
96	0.06736055503
97	0.06672225638
98	0.06582523279
99	0.06516983637
100	0.06447586847
101	0.0638327748
102	0.06315973994
103	0.06241134257
104	0.06182316669
105	0.06129504692
106	0.06052745873
107	0.05974969452
108	0.05910643816
109	0.05824807346
110	0.05770734397
111	0.05715797319
112	0.05654435665
113	0.05615243088
114	0.05531573498
115	0.05492933905
116	0.0544716479
117	0.05376476089
118	0.0533952106
119	0.05297255248
120	0.05244394555
121	0.05176995155
122	0.05121721826
123	0.05075847172
124	0.05000558005
125	0.04947247024
126	0.04885776425
127	0.04844691004
128	0.04805829732
129	0.04771106452
130	0.04727559634
131	0.04686829413
132	0.04628450189
133	0.04577530952
134	0.0453104521
135	0.04495238196
136	0.04465536284
137	0.04409299408
138	0.04375972496
139	0.04345073678
140	0.04319958595
141	0.04285730864
142	0.04247450413
143	0.04232478586
144	0.04199624542
145	0.0417110796
146	0.04135413817
147	0.04097485527
148	0.04061869158
149	0.04017378964
150	0.03991912153
151	0.03959940778
152	0.0393311636
153	0.03909142594
154	0.03877434135
155	0.03843790439
156	0.03818140647
157	0.03801800687
158	0.03774690027
159	0.03753619381
160	0.03732586465
161	0.03695734517
162	0.03687240278
163	0.03663274932
164	0.03631428762
165	0.03614494261
166	0.03590914527
167	0.03564766442
168	0.03530657856
169	0.035026236
170	0.03474804361
171	0.03450329996
172	0.03436961527
173	0.03420614899
174	0.03415494403
175	0.03411726203
176	0.03391564548
177	0.03374083824
178	0.03356562035
179	0.03330903022
180	0.03306217259
181	0.03283591073
182	0.03252940477
183	0.03232461474
184	0.03200046666
185	0.0318668943
186	0.03161833477
187	0.03138609818
188	0.0312210501
189	0.03103016396
190	0.03088592842
191	0.0307200612
192	0.03058107797
193	0.0304754052
194	0.03033404986
195	0.03020750415
196	0.03003802708
197	0.02984001009
198	0.02964657329
199	0.02941503812
200	0.02914656254
201	0.02896081909
202	0.0287034477
203	0.02849374761
204	0.02834633642
205	0.02821691122
206	0.02801747781
207	0.02792219997
208	0.02775362436
209	0.02762785345
210	0.02751686529
211	0.02743560856
212	0.02727659509
213	0.02709947793
214	0.02699470742
215	0.02683569684
216	0.02660931296
217	0.02645567611
218	0.0263118629
219	0.02617019111
220	0.02599311819
221	0.02588133092
222	0.02571760557
223	0.02558993355
224	0.02545846588
225	0.02530050122
226	0.02510913252
227	0.02497855491
228	0.02482477576
229	0.02466319312
230	0.0244808296
231	0.02435496329
232	0.02421412801
233	0.02404639556
234	0.02395123536
235	0.02385524238
236	0.02376604132
237	0.02365925239
238	0.02351527712
239	0.0233750662
240	0.02328057456
241	0.02315681644
242	0.02309247776
243	0.02299732102
244	0.02289059307
245	0.02275903031
246	0.0225682446
247	0.02247718673
248	0.0223731736
249	0.02225049176
250	0.02208418307
251	0.02198465382
252	0.02184024391
253	0.02173935367
254	0.02163797639
255	0.02153110588
256	0.02142749891
257	0.02134970488
258	0.02123195711
259	0.02115327252
260	0.02108676117
261	0.02095428908
262	0.02084579349
263	0.02076344211
264	0.02061631071
265	0.0204878025
266	0.02038922362
267	0.0202912388
268	0.02022516989
269	0.02015491096
270	0.02005227022
271	0.01992542276
272	0.01980335669
273	0.01972010945
274	0.01964984137
275	0.01957443139
276	0.01950186782
277	0.01940364901
278	0.01930356375
279	0.01923984445
280	0.0191245101
281	0.01904454184
282	0.01896721655
283	0.01887479994
284	0.01881207846
285	0.01872633587
286	0.01866895433
287	0.01861152755
288	0.01853660857
289	0.01846531525
290	0.01839432348
291	0.01833186276
292	0.01822766249
293	0.01818959588
294	0.01811577634
295	0.01804758517
296	0.01800240887
297	0.01793708391
298	0.01789206176
299	0.01782560813
300	0.01775315381
301	0.01769872494
302	0.01765139553
303	0.01754801951
304	0.01749356033
305	0.01743493927
306	0.01737427639
307	0.01730436581
308	0.01724026216
309	0.01716548115
310	0.01706417128
311	0.01697592227
312	0.01689851969
313	0.01683836954
314	0.01678159442
315	0.01670187069
316	0.01659730437
317	0.01652115463
318	0.0164538503
319	0.01639614641
320	0.01634631574
321	0.01629268146
322	0.01622960133
323	0.01616429766
324	0.0160666674
325	0.01600829205
326	0.01590030611
327	0.01583093155
328	0.01578014832
329	0.01571424178
330	0.01563843007
331	0.01559130015
332	0.01554569424
333	0.0154603826
334	0.01540799907
335	0.01536469481
336	0.01531618989
337	0.0152463493
338	0.01518134912
339	0.01513057378
340	0.01509093912
341	0.01503451445
342	0.01498183435
343	0.01491241298
344	0.01486758967
345	0.01481792594
346	0.01476621665
347	0.01471796113
348	0.01466421548
349	0.01460541301
350	0.01458103461
351	0.01454199776
352	0.01449419921
353	0.01445483314
354	0.01439374537
355	0.0143263571
356	0.014297753
357	0.01424886463
358	0.01420540524
359	0.01416031833
360	0.01409748533
361	0.01405985249
362	0.01402757867
363	0.01396785202
364	0.01392256824
365	0.013871392
366	0.01382665141
367	0.01380002352
368	0.01376835322
369	0.01373479193
370	0.01368072119
371	0.01364308834
372	0.01360664455
373	0.01356302373
374	0.01350380648
375	0.01346173427
376	0.013403396
377	0.01334613056
378	0.01330061402
379	0.01325246509
380	0.01319038641
381	0.01314858524
382	0.01312155004
383	0.01308456445
384	0.01303997771
385	0.01299751669
386	0.0129615405
387	0.01292226999
388	0.01288810838
389	0.01286573235
390	0.01281738978
391	0.01277508237
392	0.01272995531
393	0.01269921977
394	0.01265699348
395	0.01262248386
396	0.01258105797
397	0.01254224873
398	0.01251276276
399	0.0124616976
400	0.01242624643
401	0.01238433512
402	0.01236807757
403	0.01232766482
404	0.01228162796
405	0.01224637884
406	0.01220917697
407	0.01218711071
408	0.01214180582
409	0.01211143215
410	0.01207458172
411	0.01204216524
412	0.01200560444
413	0.01196034141
414	0.01191594503
415	0.01187745454
416	0.01185332272
417	0.01181948177
418	0.01179531184
419	0.01175003567
420	0.01171918486
421	0.01169318205
422	0.01165356191
423	0.0116228602
424	0.01158826289
425	0.01156477188
426	0.01153408858
427	0.01148505558
428	0.01145204297
429	0.01140841656
430	0.01138378337
431	0.01135830985
432	0.01131675731
433	0.01128935372
434	0.01124742804
435	0.01122328862
436	0.01119050329
437	0.01117129925
438	0.01113191223
439	0.01111067766
440	0.01107298132
441	0.01104312484
442	0.01100991154
443	0.01098682805
444	0.01095491511
445	0.01093217289
446	0.01089631828
447	0.01086694816
448	0.01083842792
449	0.0107832232
450	0.01075451863
451	0.0107267897
452	0.01070111456
453	0.010681186
454	0.01065440082
455	0.01063248537
456	0.01060771212
457	0.01058543669
458	0.01055832851
459	0.01053345221
460	0.01050953008
461	0.01047778194
462	0.01045835529
463	0.01043356552
464	0.01038888682
465	0.01036332606
466	0.0103401389
467	0.01030542491
468	0.01028497629
469	0.01026826974
470	0.01023433757
471	0.01020711622
472	0.01018498776
473	0.01016529564
474	0.01014892995
475	0.01012316562
476	0.0100968754
477	0.01007520493
478	0.01005274311
479	0.01001525217
480	0.009995116261
481	0.009962977736
482	0.009946046593
483	0.0099155975
484	0.009891190415
485	0.009865533328
486	0.009839463418
487	0.009800724599
488	0.009783488905
489	0.009756411553
490	0.009723304434
491	0.009705685129
492	0.009688735356
493	0.009671793419
494	0.009646904662
495	0.009618957783
496	0.009593584644
497	0.009561029626
498	0.009541166692
499	0.009521665186
500	0.009495042017
501	0.009476890228
502	0.009459712554
503	0.009441734295
504	0.009422851399
505	0.00940954304
506	0.009389133059
507	0.009374982739
508	0.009360725783
509	0.009344572937
510	0.009317825974
511	0.009292902443
512	0.009262065863
513	0.00925157664
514	0.009232261782
515	0.009211917339
516	0.00919681408
517	0.009170230629
518	0.009137436747
519	0.00911405161
520	0.009089829189
521	0.009078079008
522	0.00905075475
523	0.009025903745
524	0.009013683859
525	0.008984549942
526	0.00897113492
527	0.008950431124
528	0.008929275974
529	0.008908710916
530	0.008895568867
531	0.008867476128
532	0.008858401071
533	0.00884433877
534	0.008819572796
535	0.008803731817
536	0.008778593743
537	0.008766604323
538	0.008746167527
539	0.008734818896
540	0.008712514912
541	0.008700701049
542	0.008681233624
543	0.00865845382
544	0.008643645117
545	0.008615757326
546	0.00859946288
547	0.008578569836
548	0.008568289317
549	0.008552193148
550	0.008526936576
551	0.008504851962
552	0.008490584253
553	0.008469914228
554	0.00845885036
555	0.008440581979
556	0.008423323848
557	0.008410047565
558	0.008383253132
559	0.008369357214
560	0.00835247826
561	0.008339461324
562	0.008323783489
563	0.008309883154
564	0.008294229633
565	0.008279514122
566	0.008253496951
567	0.008233459584
568	0.008218950919
569	0.008200991734
570	0.008174162831
571	0.008159196543
572	0.008143422563
573	0.00811997312
574	0.008108347373
575	0.008088878154
576	0.008069024757
577	0.008032320229
578	0.008014005032
579	0.007993791854
580	0.007977099921
581	0.007962468867
582	0.007946333527
583	0.007931395525
584	0.007912830199
585	0.007902887752
586	0.007886662096
587	0.007862295116
588	0.007849070543
589	0.00782999572
590	0.007818593919
591	0.007793980277
592	0.007777498519
593	0.007758353851
594	0.007745954728
595	0.007729061503
596	0.007706764979
597	0.007687083678
598	0.007675937222
599	0.007663648645
600	0.007650006313
601	0.007636985254
602	0.007621928069
603	0.007600575712
604	0.007586744769
605	0.007567366302
606	0.007546274943
607	0.007532456156
608	0.007524144699
609	0.007507412544
610	0.007494006896
611	0.007480242205
612	0.007455858143
613	0.007443113588
614	0.007432714761
615	0.007417500026
616	0.007412424049
617	0.007404043786
618	0.007392001206
619	0.007380909011
620	0.007370720479
621	0.007358189552
622	0.007347740485
623	0.00733194383
624	0.007318470286
625	0.007291675425
626	0.007276872984
627	0.007258445692
628	0.007241741807
629	0.00722714646
630	0.007220042841
631	0.007199077956
632	0.00718559017
633	0.007172422467
634	0.007155867565
635	0.007145978798
636	0.00713119642
637	0.007116712479
638	0.007101155622
639	0.007093211107
640	0.00707978554
641	0.007074012989
642	0.007066799675
643	0.007052774327
644	0.007041959996
645	0.00703093954
646	0.007018688638
647	0.007009279119
648	0.006994233037
649	0.006980063722
650	0.006970155312
651	0.006955938554
652	0.006942697381
653	0.006932526179
654	0.006916594729
655	0.006903218476
656	0.006883095578
657	0.00687373426
658	0.006858136812
659	0.006836252279
660	0.006826622589
661	0.006817730012
662	0.006809994447
663	0.006796035757
664	0.006778128899
665	0.006771140903
666	0.006756767151
667	0.006744249041
668	0.006734580101
669	0.006720373339
670	0.006717724494
671	0.006706575216
672	0.006695805333
673	0.006683884425
674	0.006669761351
675	0.006655409824
676	0.006640178456
677	0.006629246947
678	0.006617878256
679	0.006602572239
680	0.00659470787
681	0.006586247022
682	0.006572687781
683	0.00656299385
684	0.006553639901
685	0.006541377642
686	0.00653522523
687	0.006515900241
688	0.006506923521
689	0.006496438445
690	0.00648723767
691	0.006469550028
692	0.006456089401
693	0.006448438761
